Index,Text,Score
7374,"The last product that I recommend for anyone who is really serious about learning Spanish is&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Ultimate-Spanish-Review-and-Practice-w-CD-ROM-UItimate-Review-Reference-Series/dp/0071492151/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Ultimate Spanish Review and Practice w/CD-ROM (UItimate Review & Reference Series)</a>",0
7375,This Spanish grammar book covers every aspect of Spanish grammar imaginable,0
7376,To get the equivalent learning-Spanish value of this one book you would have to buy 3 or 4 books in the Practice Makes Perfect series,0
7377,"I purchased this item six weeks ago in hopes of refreshing my basic understanding of spanish, which I hadnt used in any form in years",0
7378,"While I won't go so far as to say this item is a complete failure, I will say that it is definitely lacking",0
7379,"The simplest analogy I can think of is this software goes from step one to step three, and leaves you wondering what was supposed to be in the middle",0
7380,"I have tested each cd, some as high as a dozen times, and feel no strong connection to the software",0
7381,"I find that the nouns, verbs, and sayings that I had previously learned are sticking, but most of whats new is failing to make an impression",0
7382,"I even write each word on an index card, along with the phonetic spelling, and then review the word later to make more of a connection",0
7383,"Without taking those extra few steps, I feel like I would have learned 10% as much as I have, which hasn't been much",0
7384,"The review games are hacky,and most of the visuals are crude cartoon drawings",0
7385,"Furthermore, one male and one female greet you on some of the lesson screens in an attempt to simulate someone talking",0
7386,"In reality, there's a two second loop that plays for each person, and it skips then repeats over and over as long as the lesson is going",0
7387,"It doesnt sound like much, and Im having a hard time accurately describing the presentation, but trust me, its annoying",0
7388,"All in all, the product isn't terrible, but I don't expect to fully absorb more than a few hundred words due solely to this software",2
7389,"If I had had the 749 Rosetta Stone wanted, I probably would have went that route",0
7390,"But hey, for 29",0
7391,"99, adding 500 words to my spanish vocabulary isn't that bad after all",0
7392,My children and I are using this to learn Spanish,0
7393,We love to compete with each other on the quizzes on the dvd,0
7394,We have not been able to use the computer discs though because our cd drive broke,0
7395,But we are learning a lot from the dvd,0
7396,"However, the girl's accent is thick and a little hard to understand at times but since they put the words on the screen you can figure out how to say it",0
7397,Have not yet begun in earnest,0
7398,Looks very adaquate for what I was looking for,0
7399,The games make it less onerous,0
7400,"This is a slow and tedious way to learn a language and I am running on Win7 with an i7 processor and 8 gigs of memory so it is the program, not my machine",0
7401,It slowly reads a lot of short old tired videos from the CD,0
7402,The product appears to be a recycled jumble of mostly old language disks,0
7403,Two are more modern and move at a reasonable pace,0
7404,"Some disks require installing programs such as Flash, and Quick Time",0
7405,I don't like programs that use because Flash contains spy-ware (tracking) that you have to go to the Adobe website to disable,-1
7406,Some disks seem to repeat the material on others but in a different format,0
7407,If I had demoed Instant Immersion first I never would have bought it,0
7408,You get out what you put in,0
7409,"This system lets you learn words and phrases, then match them to pictures and audio with games",0
7410,It would be great for a child to use,1
7411,I had found it necessary to communicate with spanish people who refuse to learn our language,0
7412,I had put it off long enough and now use the system for relaxation after a long day at work,0
7413,This is the first type of system I have used and for the price you simply cannot beat it,0
7414,Don't waste your money on a more expensive system before trying this one,-1
7415,I cannot stress enough how absolutely terrible this software is,-1
7416,It freezes my computer within 15 minutes of putting it in,0
7417,A help box constantly comes up saying that there is a timing error,0
7418,The quality is bare minimum,0
7419,Don't waste you're money on it,-1
7420,save your money,-1
7421,"just save it and spend on rosetta stone, if you really want to learn spanish",0
7422,Thanks,1
7423,"This is tourist stuff, too simple",0
